time,x,y
1501,4017.67,2
1502,4024.8,2
1503,4045.14,0
1504,4043.09,0
1505,4000.05,0
1506,4000.86,0
1507,4015.77,0
1508,3954.38,0
1509,4009.67,0
1510,3928.95,0
1511,3862.16,0
1512,3820.78,0
1513,3781.85,0
1514,3807.04,0
1515,3759.8,1
1516,3688.79,3
1517,3739.46,2
1518,3762.01,2
1519,3812.13,0
1520,3793.47,0
1521,3689.25,0
1522,3563.76,3
1523,3607.27,3
1524,3612.76,3
1525,3635.61,3
1526,3616.75,3
1527,3599.07,3
1528,3669.04,3
1529,3725.21,2
1530,3747.83,2
1531,3769.54,0
1532,3756.7,0
1533,3707.06,1
1534,3715.68,0
1535,3640.77,3
1536,3708.8,3
1537,3769.54,3
1538,3811.92,3
1539,3842.52,3
1540,3828.41,3
1541,3910.42,3
1542,3903.54,3
1543,3910.01,3
1544,3943.55,3
1545,3928.95,3
1546,3927.4,3
1547,3890.91,3
1548,3938.95,3
1549,3957.89,3
1550,3938.18,3
1551,3925.44,3
1552,3928,3
1553,3952.55,3
1554,3949.81,3
1555,4000.48,2
1556,3988.93,2
1557,4000.66,2
1558,3987.41,2
1559,3974.01,3
1560,4034.23,2
1561,4053.94,2
1562,4026.97,2
1563,3978.46,3
1564,4050.54,2
1565,4050.5,2
1566,4031.99,2
1567,4057.7,2
1568,4065.65,0
1569,3986.63,0
1570,3970.47,0
1571,4026.65,0
1572,3977.67,0
1573,3924.65,0
1574,3951.3,0
1575,3997.39,0
1576,3844.6,0
1577,3787,0
1578,3840.62,0
1579,3816.99,0
1580,3828.46,0
1581,3689.29,0
1582,3636.03,0
1583,3556.11,0
1584,3392.59,3
1585,3720.29,2
1586,3693.2,2
1587,3733.87,0
1588,3731.54,0
1589,3560.36,1
1590,3543.55,3
1591,3617.32,0
1592,3511.67,0
1593,3432.52,0
1594,3430.74,0
1595,3430.93,0
1596,3331.29,3
1597,3408.59,3
1598,3525.31,2
1599,3515.06,2
1600,3503.08,2
1601,3501.5,2
1602,3557.34,0
1603,3455.61,0
1604,3413.72,1
1605,3380.36,3
1606,3446.77,3
1607,3516.64,3
1608,3555.52,3
1609,3626.04,3
1610,3661.51,2
1611,3675.93,2
1612,3683.08,2
1613,3687.21,2
1614,3736.15,0
1615,3705.32,0
1616,3641.79,0
1617,3555.36,0
1618,3519.73,0
1619,3576.45,0
1620,3432.99,0
1621,3442.89,0
1622,3339.9,1
1623,3348.37,1
1624,3423.36,3
1625,3483.44,3
1626,3538.25,3
1627,3554.48,3
1628,3567.66,2
1629,3637.76,0
1630,3632.98,0
1631,3581.82,0
1632,3500.16,1
1633,3486.33,1
1634,3468.02,3
1635,3493.92,3
1636,3600.57,3
1637,3607.05,3
1638,3636.18,3
1639,3666.4,3
1640,3670.36,3
1641,3651.91,3
1642,3643.14,3
1643,3752.03,2
1644,3747.51,2
1645,3760.72,2
1646,3764.19,2
1647,3716.05,2
1648,3777.37,0
1649,3730.58,0
1650,3628.29,0
1651,3621.07,0
1652,3610.91,0
1653,3597.6,0
1654,3663.13,0
1655,3647.93,0
1656,3572.4,0
1657,3526.12,0
1658,3553.23,0
1659,3491.11,1
1660,3450.19,3
1661,3475.03,3
1662,3507.44,3
1663,3487.01,3
1664,3490.79,3
1665,3623.84,3
1666,3631.43,3
1667,3672.2,3
1668,3643.81,3
1669,3677.21,3
1670,3722.15,2
1671,3725.82,2
1672,3767.15,2
1673,3774.4,2
1674,3755.64,2
1675,3736.3,2
1676,3722.02,2
1677,3788.01,0
1678,3784.4,0
1679,3735.05,0
1680,3710.61,1
1681,3782.48,0
1682,3766.16,0
1683,3762.35,0
1684,3737.12,0
1685,3715.18,1
1686,3692.09,1
1687,3649.81,3
1688,3731.93,3
1689,3764.91,3
1690,3770.47,3
1691,3763.18,3
1692,3768.49,3
1693,3748.86,3
1694,3828.34,3
1695,3819.17,3
1696,3827.37,3
1697,3834.5,3
1698,3807.17,3
1699,3828.15,3
1700,3878.27,2
1701,3868.54,2
1702,3870,2
1703,3852.66,3
1704,3815.77,3
1705,3834.84,3
1706,3833.5,3
1707,3841.11,3
1708,3865.72,3
1709,3842.94,3
1710,3916.78,2
1711,3916.73,2
1712,3913.7,2
1713,3945.71,0
1714,3888.45,0
1715,3867.35,0
1716,3831.12,1
1717,3864.24,0
1718,3762.47,3
1719,3792.35,2
1720,3867.97,0
1721,3860.16,0
1722,3818.89,0
1723,3724.42,0
1724,3747.61,0
1725,3728.65,0
1726,3636.96,1
1727,3610.44,3
1728,3669.29,3
1729,3747.04,3
1730,3750.55,3
1731,3749.23,3
1732,3810.5,3
1733,3831.98,3
1734,3858.05,2
1735,3857.35,2
1736,3892.44,2
1737,3902.87,2
1738,3880.19,2
1739,3888.36,2
1740,3867.35,2
1741,3885.08,2
1742,3927.49,0
1743,3919.71,0
1744,3911.32,0
1745,3862.19,1
1746,3858.72,1
1747,3890.65,0
1748,3850.76,1
1749,3804.78,3
1750,3900.86,2
1751,3916.03,0
1752,3904.61,0
1753,3904.42,0
1754,3865.58,1
1755,3802.03,3
1756,3861.92,3
1757,3945.07,3
1758,3974.83,3
1759,3983.28,3
1760,4012.68,3
1761,3976.71,3
1762,3964.84,3
1763,4017.45,3
1764,4033.21,3
1765,4019.62,3
1766,4049.07,3
1767,4059.57,3
1768,4002.32,3
1769,4005.5,3
1770,4072.62,3
1771,4066.53,3
1772,4036.59,3
1773,4047.21,3
1774,4090.8,2
1775,4108.27,2
1776,4090.74,2
1777,4095.14,2
1778,4101.31,2
1779,4096.62,2
1780,4110.34,2
1781,4151.26,2
1782,4152.31,2
1783,4157.14,0
1784,4050.27,1
1785,4013.12,1
1786,4009.64,3
1787,4070.38,2
1788,4110.35,0
1789,4067.15,0
1790,4034.32,0
1791,4060.76,0
1792,4020.21,0
1793,3990.41,0
1794,4015.91,0
1795,3993.81,0
1796,3963.99,0
1797,3928.68,0
1798,3878.04,0
1799,3780.85,0
1800,3696.56,3
1801,3786.21,3
1802,3810.22,3
1803,3904.45,3
1804,3892.71,3
1805,3913.73,3
1806,3968.84,3
1807,3972.38,3
1808,3976.95,3
1809,3987.8,2
1810,4024.44,2
1811,3989.18,2
1812,4054.76,2
1813,4042.92,2
1814,4041.74,2
1815,4048.16,2
1816,4028.3,2
1817,4061.91,0
1818,4038.7,0
1819,3976.6,0
1820,4006.23,0
1821,3970.39,0
1822,3974.48,0
1823,3881.24,3
1824,3908.58,3
1825,4004.62,3
1826,4021.88,3
1827,4045.29,2
1828,4067.72,2
1829,4104.9,2
1830,4106.92,2
1831,4108.77,0
1832,4096.84,0
1833,4043.13,0
1834,4004.87,1
1835,4058.01,0
1836,4007.26,1
1837,4052.51,0
1838,4058.08,0
1839,4023.29,0
1840,4018.85,1
1841,3989.82,1
1842,3941.58,3
1843,3978,2
1844,4027.74,0
1845,3990.85,0
1846,3906.98,3
1847,3916.88,3
1848,3928.99,2
1849,3917.22,3
1850,3950.98,2
1851,4006.94,0
1852,3964.81,0
1853,3889.87,0
1854,3890.68,0
1855,3863.4,1
1856,3871.92,0
1857,3837.98,1
1858,3878.65,0
1859,3805.09,1
1860,3807.61,1
1861,3864.58,1
1862,3806.85,1
1863,3792.31,3
1864,3823.74,2
1865,3799.66,2
1866,3877.07,0
1867,3871.37,0
1868,3787.79,1
1869,3784.8,3
1870,3796.55,3
1871,3851.89,3
1872,3924.23,3
1873,3982.21,2
1874,4007.35,0
1875,3978.83,0
1876,3961.34,0
1877,3979.96,0
1878,3913.55,0
1879,3807.51,0
1880,3774.12,0
1881,3793.27,0
1882,3751.23,0
1883,3726.59,0
1884,3650.71,3
1885,3694.95,3
1886,3754.6,3
1887,3816.75,2
1888,3842.7,0
1889,3812.97,0
1890,3787.88,0
1891,3734.07,0
1892,3712.66,0
1893,3671.28,0
1894,3588.05,0
1895,3522.79,0
1896,3454.94,0
1897,3320.35,0
1898,3278.56,0
1899,3125.19,0
1900,3176.19,0
1901,3002.99,3
1902,3089.66,3
1903,3213.88,2
1904,3239.06,2
1905,3230.9,2
1906,3254.34,0
1907,3076.04,1
1908,3016.99,3
1909,3051.36,3
1910,3084.37,3
1911,3139.55,3
1912,3119,3
1913,3087.64,3
1914,3154.2,3
1915,3159.74,3
1916,3256.76,2
1917,3265.83,0
1918,3148.53,0
1919,2965.64,3
1920,3073.18,2
1921,3085.83,0
1922,2974.59,0
1923,2854.81,3
1924,2894.93,3
1925,2949.14,3
1926,3045.62,0
1927,3031.08,0
1928,2940,0
1929,2984.05,0
1930,2935.82,0
1931,2781.68,3
1932,2810.11,3
1933,2859.34,3
1934,3023.38,2
1935,2995.62,2
1936,3027.65,0
1937,2981.96,0
1938,2926.83,0
1939,2850.55,3
1940,2973.9,3
1941,3075.37,3
1942,3095.56,3
1943,3161.47,3
1944,3153.52,3
1945,3229.76,0
1946,3186.94,0
1947,3217.89,0
1948,3166.06,0
1949,3141.1,1
1950,3157.34,0
1951,3084.07,3
1952,3171.34,3
1953,3220.46,3
1954,3174.29,3
1955,3169.62,3
1956,3368.62,0
1957,3348.63,0
1958,3242.84,0
1959,3068.33,3
1960,3110.59,3
1961,3195.47,0
1962,3123.55,1
1963,3103.6,1
1964,3143.3,0
1965,3075.16,1
1966,3064.84,3
1967,3149.38,0
1968,3108.95,0
1969,3049.13,0
1970,3064.9,0
1971,3010.29,0
1972,2997.01,0
1973,2894.94,0
1974,2870.68,1
1975,2822.43,1
1976,2856.97,3
1977,3012.93,3
1978,3026.76,3
1979,3154.62,2
1980,3129.95,3
1981,3164.95,2
1982,3201.28,0
1983,3179.63,0
1984,3175.98,0
1985,3095.49,3
1986,3172.35,0
1987,3089.59,0
1988,3078.72,0
1989,2976.17,1
1990,2998.73,1
1991,2972.3,3
1992,2974.2,3
1993,3055.39,3
1994,3030.47,3
1995,3071.8,3
1996,3102.09,3
1997,3103.11,3
1998,3071.08,3
1999,3127.56,3
2000,3159.81,3
2001,3245.4,0
2002,3193.65,0
2003,3144.91,1
2004,3137.36,1
2005,3127.69,3
2006,3210.79,3
2007,3204.83,3
2008,3199.98,3
2009,3196.49,3
2010,3269.99,3
2011,3264.93,3
2012,3328.94,2
2013,3321.5,2
2014,3338.42,2
2015,3322.65,2
2016,3312.48,2
2017,3363.23,0
2018,3318.76,1
2019,3265.64,3
2020,3298.55,3
2021,3367.46,3
2022,3376.66,3
2023,3427.92,3
2024,3405.27,3
2025,3411.54,3
2026,3410,3
2027,3424.71,3
2028,3373.14,3
2029,3384.55,3
2030,3375.64,3
2031,3390.35,3
2032,3393.25,3
2033,3439.62,2
2034,3465.24,2
2035,3447.37,2
2036,3447.31,2
2037,3467.03,2
2038,3441.45,2
2039,3453.99,2
2040,3452.45,2
2041,3499.73,2
2042,3501.17,0
2043,3487.54,0
2044,3362.56,3
2045,3392.33,3
2046,3478.36,3
2047,3487.48,3
2048,3490.06,3
2049,3550.16,2
2050,3564.51,2
2051,3580.21,2
2052,3594.83,0
2053,3577.88,0
2054,3530.83,0
2055,3527.37,0
2056,3472.46,0
2057,3476.18,0
2058,3501.98,0
2059,3469.59,0
2060,3430.15,1
2061,3381.12,3
2062,3423.81,2
2063,3462.91,0
2064,3406.78,0
2065,3313.47,0
2066,3319.81,0
2067,3217.6,1
2068,3237.69,1
2069,3269.79,0
2070,3189.09,3
2071,3205.28,3
2072,3292.51,0
2073,3240.29,0
2074,3174.02,0
2075,3188.58,0
2076,3098.37,3
2077,3169.32,3
2078,3233.46,2
2079,3229.32,2
2080,3266.27,0
2081,3212.8,0
2082,3226.33,0
2083,3223.36,0
2084,3161.97,0
2085,3214.22,0
2086,3124.8,0
2087,3118.65,0
2088,3130.17,0
2089,3129.77,0
2090,3057.99,1
2091,3039.27,1
2092,3048.67,1
2093,3011.99,1
2094,3008,3
2095,3027.15,2
2096,3084.09,0
2097,3003.27,3
2098,3038.25,2
2099,3047.94,2
2100,3084.7,0
2101,3015.58,0
2102,3017.01,0
2103,2950.47,3
2104,2954.49,3
2105,2986.1,3
2106,3058.44,3
2107,3071.16,2
2108,3051.69,3
2109,3042.76,3
2110,3046.91,3
2111,3030.04,3
2112,3032.45,3
2113,3087.62,2
2114,3066.19,2
2115,3117.92,2
2116,3126.52,0
2117,3114.22,0
2118,3090.9,0
2119,3021.64,1
2120,3012.71,3
2121,3063.12,3
2122,3051.68,3
2123,3196.65,3
2124,3240.2,2
2125,3271.2,0
2126,3229.36,0
2127,3168.79,1
2128,3156.8,1
2129,3175.41,1
2130,3157.25,1
2131,3135.18,3
2132,3180.81,3
2133,3179.9,3
2134,3176.97,3
2135,3235.4,2
2136,3263.64,0
2137,3193.89,0
2138,3101.53,1
2139,3074.68,3
2140,3081.74,3
2141,3207.12,3
2142,3280.19,2
2143,3320.71,2
2144,3291.66,2
2145,3321.56,0
2146,3232.46,3
2147,3374.19,3
2148,3401.56,3
2149,3453.28,2
2150,3438.26,3
2151,3456.71,2
2152,3435.62,3
2153,3426.41,3
2154,3450.27,2
2155,3449.2,2
2156,3480.49,2
2157,3488.38,2
2158,3480.58,2
2159,3513.28,0
2160,3461.65,0
2161,3432.56,1
2162,3433.21,1
2163,3462.83,0
2164,3431.55,1
2165,3413.89,1
2166,3379.11,3
2167,3413.07,3
2168,3399.04,3
2169,3405.79,3
2170,3509.88,3
2171,3519.05,2
2172,3506.05,3
2173,3537.3,2
2174,3543.79,2
2175,3502.09,3
2176,3581.58,0
2177,3553.69,0
2178,3512.69,0
2179,3531.82,0
2180,3509.92,0
2181,3530.72,0
2182,3497.22,0
2183,3513.81,0
2184,3414.84,1
2185,3439.32,0
2186,3354.82,3
2187,3434.98,2
2188,3414.23,2
2189,3406.02,2
2190,3401.2,2
2191,3457.04,0
2192,3406.53,1
2193,3382.78,1
2194,3365.87,3
2195,3413.72,3
2196,3389.08,3
2197,3420.28,3
2198,3500.94,2
2199,3527.5,2
2200,3535.18,0
2201,3504.56,0
2202,3483.25,0
2203,3406.5,3
2204,3426.49,2
2205,3411.53,3
2206,3435.09,2
2207,3429.27,2
2208,3475.4,2
2209,3492.46,0
2210,3448.5,0
2211,3478.66,0
2212,3409.59,0
2213,3407.68,1
2214,3423.57,0
2215,3411.65,0
2216,3430.6,0
2217,3400.02,1
2218,3382.4,1
2219,3341.52,3
2220,3439.58,3
2221,3462.06,3
2222,3477.36,3
2223,3528.8,3
2224,3500.94,3
2225,3502.13,3
2226,3515.19,3
2227,3568.88,3
2228,3557.28,3
2229,3566.59,3
2230,3580.48,3
2231,3590.5,3
2232,3601.65,3
2233,3605.61,3
2234,3612.1,3
2235,3646.15,3
2236,3646.66,3
2237,3643.13,3
2238,3643.28,3
2239,3638.1,3
2240,3648.63,3
2241,3664.59,3
2242,3666.73,3
2243,3661.4,3
2244,3652.61,3
2245,3674.26,3
2246,3620.25,3
2247,3641.07,3
2248,3733.93,2
2249,3721.17,2
2250,3730.02,2
2251,3704.64,3
2252,3705.88,3
2253,3717.45,2
2254,3703.12,3
2255,3706.02,3
2256,3708.25,3
2257,3697.35,3
2258,3708.49,3
2259,3744.11,2
2260,3741.58,2
2261,3741.01,2
2262,3726.17,2
2263,3752.17,2
2264,3778.16,2
2265,3780.89,2
2266,3785.82,0
2267,3765.52,0
2268,3732.6,0
2269,3773.53,0
2270,3659.91,1
2271,3694.7,0
2272,3642.9,1
2273,3601.05,3
2274,3649.5,3
2275,3650.58,3
2276,3686.58,2
2277,3698.53,2
2278,3669.6,2
2279,3660.37,3
2280,3735.82,0
2281,3709.88,0
2282,3624.8,3
2283,3706.28,2
2284,3721.33,0
2285,3621.92,3
2286,3691.49,3
2287,3723,3
2288,3699.91,3
2289,3709.76,3
2290,3787.19,3
2291,3773.76,3
2292,3793.78,3
2293,3840.15,2
2294,3836.27,2
2295,3839.97,2
2296,3836.04,2
2297,3871.58,0
2298,3844.03,0
2299,3825.47,0
2300,3775.75,1
2301,3829.56,0
2302,3774.85,1
2303,3770.29,1
2304,3727.98,1
2305,3748.64,1
2306,3711.64,3
2307,3731.42,2
2308,3805.37,0
2309,3754.96,0
2310,3726.16,1
2311,3663.48,3
2312,3666.78,3
2313,3670.72,3
2314,3743.71,2
2315,3775.66,0
2316,3729.3,0
2317,3710.48,0
2318,3685.79,0
2319,3599.23,3
2320,3599.36,3
2321,3651.96,3
2322,3652.13,3
2323,3783.05,3
2324,3842.94,3
2325,3840.47,3
2326,3810.05,3
2327,3868.68,3
2328,3856.75,3
2329,3858.76,3
2330,3912.95,3
2331,3907.04,3
2332,3921.32,3
2333,3956.28,3
2334,3928.58,3
2335,3953.83,3
2336,3945.2,3
2337,3966.06,3
2338,3982.23,2
2339,3979.07,2
2340,4001.27,2
2341,4022.85,2
2342,4036.18,2
2343,4051.11,0
2344,3967.15,1
2345,3956.79,3
2346,4050.56,0
2347,3974.12,0
2348,3996.31,0
2349,3948.59,0
2350,3920.67,0
2351,3925.83,0
2352,3852.44,0
2353,3814.28,0
2354,3872.59,0
2355,3864.36,0
2356,3810.56,0
2357,3793.7,0
2358,3797.98,0
2359,3805.16,0
2360,3863.66,0
2361,3860.55,0
2362,3839.34,0
2363,3698.93,0
2364,3658.04,1
2365,3595.63,3
2366,3649.82,3
2367,3726.04,3
2368,3762.19,3
2369,3738.91,3
2370,3767.48,3
2371,3742.57,3
2372,3702.01,3
2373,3753.85,3
2374,3823.83,3
2375,3843.56,3
2376,3840.53,3
2377,3868.98,3
2378,3855.09,3
2379,3878.58,3
2380,3851.03,3
2381,3872.02,3
2382,3927.79,3
2383,3925.32,3
2384,3939.92,3
2385,3923.09,3
2386,3962.75,3
2387,3956.02,3
2388,3968.84,3
2389,3968.91,3
2390,3986.61,3
2391,3992.69,3
2392,4042.73,2
2393,4045.65,2
2394,4049.97,2
2395,4032.57,3
2396,4038.49,3
2397,4064.32,2
2398,4076.55,2
2399,4071.68,2
2400,4092.5,2
2401,4114.2,2
2402,4093.2,2
2403,4123.89,0
2404,4083.98,0
2405,4028.93,0
2406,4015.09,0
2407,4059.12,0
2408,4069.47,0
2409,4067.13,0
2410,3968.73,1
2411,3960.46,1
2412,3986.35,1
2413,3933.78,3
2414,3974.07,3
2415,3980.42,3
2416,4006.8,3
2417,4049.19,3
2418,4040.33,3
2419,4116.64,3
2420,4119.11,3
2421,4106.63,3
2422,4114.5,3
2423,4152.22,3
2424,4145.51,3
2425,4170.4,3
2426,4206.04,3
2427,4203.66,3
2428,4172.08,3
2429,4195.61,3
2430,4195.35,3
2431,4186.72,3
2432,4186.77,3
2433,4143.44,3
2434,4196.6,3
2435,4158.16,3
2436,4127.98,3
2437,4164.25,3
2438,4165.58,3
2439,4133.53,3
2440,4127.05,3
2441,4218.11,3
2442,4219.98,3
2443,4222.96,3
2444,4256.02,2
2445,4243.72,2
2446,4239.64,2
2447,4286.03,2
2448,4276.92,2
2449,4295.43,2
2450,4260.66,2
2451,4275.69,2
2452,4272.31,2
2453,4251.61,2
2454,4278.09,2
2455,4274.11,2
2456,4299.89,2
2457,4273.19,2
2458,4288.59,2
2459,4253.34,2
2460,4286.93,2
2461,4280.99,2
2462,4260.44,2
2463,4290.14,2
2464,4263.78,2
2465,4239.94,2
2466,4283.91,2
2467,4292.23,2
2468,4320.68,0
2469,4272.29,0
2470,4268.37,0
2471,4253.9,0
2472,4278.53,0
2473,4301.97,0
2474,4277.57,0
2475,4293.06,0
2476,4295.21,0
2477,4285.81,0
2478,4172.44,0
2479,4148.52,0
2480,4099.91,1
2481,4129.37,1
2482,4134.1,1
2483,4091.14,1
2484,4086.86,1
2485,4069.12,1
2486,4059.71,3
2487,4119.88,3
2488,4068.64,3
2489,4109.51,3
2490,4177.03,3
2491,4193.77,3
2492,4215.29,3
2493,4218.41,3
2494,4277.65,2
2495,4275.71,2
2496,4295.95,2
2497,4227.28,3
2498,4247.65,2
2499,4227.54,3
2500,4262.68,2
2501,4260.96,2
2502,4225.14,3
2503,4250.6,2
2504,4263.27,2
2505,4274.2,2
2506,4332.07,0
2507,4319.27,0
2508,4327.5,0
2509,4323.87,0
2510,4324.98,0
2511,4280.96,0
2512,4161.47,1
2513,4144.56,1
2514,4185.29,1
2515,4156.98,1
2516,4180.02,1
2517,4165.72,1
2518,4107.75,3
2519,4117.45,3
2520,4117.79,3
2521,4188.1,3
2522,4228.18,3
2523,4237.13,3
2524,4283.32,3
2525,4305.5,3
2526,4312.8,3
2527,4340.14,2
2528,4330.71,3
2529,4341.1,2
2530,4355.49,2
2531,4381.06,2
2532,4419.13,0
2533,4414.55,0
2534,4396.91,0
2535,4396.39,0
2536,4408.08,0
2537,4290.87,3
2538,4395.9,2
2539,4391.25,2
2540,4417.04,0
2541,4366.42,0
2542,4370.84,0
2543,4349.72,0
2544,4306.26,0
2545,4250.51,1
2546,4216.37,3
2547,4271.96,3
2548,4313.26,3
2549,4308.06,3
2550,4327.91,3
2551,4335.28,3
2552,4276.34,3
2553,4344.12,3
2554,4385.15,3
2555,4379.06,3
2556,4411.26,2
2557,4391.5,3
2558,4426.72,2
2559,4430.86,2
2560,4449.33,2
2561,4484.55,0
2562,4436.08,0
2563,4424.83,1
2564,4442.68,0
2565,4413.49,1
2566,4365.86,1
2567,4384.56,1
2568,4345.35,3
2569,4405.66,3
2570,4431.81,3
2571,4484.21,3
2572,4451.08,3
2573,4479.54,3
2574,4443.63,3
2575,4460.53,3
2576,4497.68,3
2577,4487.39,3
2578,4458.17,3
2579,4462.69,3
2580,4428.07,3
2581,4446.44,3
2582,4507.24,2
2583,4477.28,3
2584,4493.65,3
2585,4505.02,2
2586,4501.04,3
2587,4444.93,3
2588,4456.28,3
2589,4469.76,3
2590,4452.35,3
2591,4469.03,3
2592,4478.21,3
2593,4493.15,3
2594,4529.75,2
2595,4531.63,2
2596,4530.51,2
2597,4519.57,2
2598,4515.89,2
2599,4503.69,2
2600,4501,3
2601,4548.73,2
2602,4581.12,2
2603,4589.12,2
2604,4595,0
2605,4555.11,0
2606,4554.4,0
2607,4543.28,0
2608,4510.05,0
2609,4536.07,0
2610,4530.37,0
2611,4563.04,0
2612,4541.34,0
2613,4515.57,0
2614,4518.34,0
2615,4460.6,0
2616,4439.63,0
2617,4436.99,0
2618,4422.84,0
2619,4461.12,0
2620,4444.72,0
2621,4489.88,0
2622,4405.76,0
2623,4342.53,1
2624,4359.84,1
2625,4301.26,3
2626,4316.5,3
2627,4350.04,2
2628,4305.31,3
2629,4369.06,2
2630,4316.12,3
2631,4335.31,2
2632,4304.74,3
2633,4369.52,2
2634,4376.32,2
2635,4410.65,0
2636,4330.55,0
2637,4344.77,0
2638,4365.58,0
2639,4312.3,0
2640,4246.14,0
2641,4202.78,1
2642,4217.22,1
2643,4232.88,0
2644,4207.14,1
2645,4149.83,1
2646,4147.81,3
2647,4197.7,3
2648,4162.16,3
2649,4194.79,3
2650,4205.43,3
2651,4174.36,3
2652,4230.65,3
2653,4254.45,3
2654,4240.79,3
2655,4292.93,3
2656,4252.8,3
2657,4342.11,3
2658,4393.41,3
2659,4395.26,3
2660,4366.04,3
2661,4381.04,3
2662,4378.33,3
2663,4421.87,2
2664,4494.94,0
2665,4486.49,0
2666,4474.93,0
2667,4452.37,0
2668,4450.79,0
2669,4440.9,0
2670,4441.7,0
2671,4428.63,0
2672,4409.15,0
2673,4431.41,0
2674,4464.7,0
2675,4461.22,0
2676,4442.55,0
2677,4359.35,0
2678,4413.72,0
2679,4355.28,0
2680,4394.75,0
2681,4358.07,0
2682,4416.24,0
2683,4365.27,0
2684,4242.67,0
2685,4281.74,0
2686,4286.52,0
2687,4209.14,0
2688,4168.12,0
2689,4141.45,0
2690,4073.71,0
2691,4078.7,0
2692,4088.25,0
2693,3939.72,1
2694,3918.62,3
2695,4033.18,3
2696,3991.24,3
2697,4081.24,3
2698,4105.09,3
2699,4157.68,2
2700,4128.9,3
2701,4096.74,3
2702,4112.67,3
2703,4110.64,3
2704,4141.24,3
2705,4233.09,0
2706,4194.03,1
2707,4130.19,3
2708,4208.42,3
2709,4227.68,3
2710,4189.89,3
2711,4222.82,3
2712,4244.1,3
2713,4179.88,3
2714,4187.95,3
2715,4202.46,3
2716,4226.1,3
2717,4262.38,3
2718,4266.19,3
2719,4234.21,3
2720,4347.23,2
2721,4368.44,2
2722,4382.31,2
2723,4373.42,2
2724,4390.18,2
2725,4377.33,2
2726,4388.3,2
2727,4391.86,2
2728,4323.89,3
2729,4419.48,0
2730,4375.48,0
2731,4263.94,0
2732,4227.91,0
2733,4225.86,0
2734,4108.93,0
2735,4005.38,3
2736,4093.2,3
2737,4111.91,3
2738,4249.49,2
2739,4241.65,2
2740,4254.43,2
2741,4314.97,2
2742,4295.85,2
2743,4317.93,0
2744,4245.54,0
2745,4272.75,0
2746,4252.29,0
2747,4111.36,1
2748,4083.5,3
2749,4112.73,3
2750,4260.19,3
2751,4179.07,3
2752,4228.24,3
2753,4290.28,3
2754,4223.24,3
2755,4323.2,3
2756,4379.62,3
2757,4446.02,3
2758,4484.82,3
2759,4552.8,3
2760,4640.69,3
2761,4675.13,3
2762,4624.21,3
2763,4610.94,3
2764,4631.43,3
2765,4604.25,3
2766,4627.67,3
2767,4677.9,3
2768,4696.3,3
2769,4703.3,3
2770,4691.03,3
2771,4651.08,3
2772,4695.65,3
2773,4679.38,3
2774,4726.2,3
2775,4759.36,3
2776,4753.99,3
2777,4799.03,3
2778,4833.28,3
2779,4830.9,3
2780,4862.3,3
2781,4886.44,3
2782,4882.22,3
2783,4910.62,3
2784,4951.48,3
2785,4917.32,3
2786,4869.25,3
2787,4917.35,3
2788,4963.51,3
2789,4964.35,3
2790,4937.2,3
2791,4881.95,3
2792,4997.75,3
2793,4987.33,3
2794,5010.46,3
2795,5061.16,3
2796,5028.93,3
2797,5033.42,3
2798,5037.18,3
2799,5087.49,3
2800,5054.52,3
2801,5088.28,3
2802,5020.99,3
2803,5006.35,3
2804,5034.06,3
2805,5083.52,3
2806,5033.64,3
2807,5062.22,3
2808,5074.14,3
2809,5151.19,2
2810,5136.86,3
2811,5208.95,2
2812,5240.46,2
2813,5254.12,2
2814,5218.06,2
2815,5254.35,0
2816,5224.49,1
2817,5143.26,3
2818,5187.59,2
2819,5192.64,2
2820,5211.09,2
2821,5178.91,2
2822,5201.45,2
2823,5268.91,0
2824,5173.38,0
2825,5039.39,1
2826,5046.49,1
2827,5081.97,0
2828,4974.07,1
2829,4981.59,1
2830,4967.22,3
2831,5090.39,0
2832,5027.87,1
2833,4974.65,1
2834,4961.86,3
2835,5029.31,3
2836,4993.82,3
2837,5012.31,3
2838,5117.3,2
2839,5133.3,2
2840,5146.7,2
2841,5142.89,2
2842,5083.54,2
2843,5182.53,0
2844,5137.83,0
2845,5007.89,0
2846,5025.3,0
2847,5004.46,0
2848,5034.17,0
2849,4987.13,0
2850,4920.74,1
2851,4857.66,1
2852,4850.22,3
2853,4934.91,2
2854,4971.37,0
2855,4901.19,0
2856,4815.36,1
2857,4839.86,1
2858,4790.62,3
2859,4803.48,3
2860,4815.37,3
2861,4998.61,2
2862,5057.68,2
2863,5045.35,2
2864,5041.71,2
2865,5059.17,0
2866,4869.82,0
2867,4790.2,0
2868,4883.19,0
2869,4835.56,0
2870,4711.54,0
2871,4604.64,3
2872,4639.02,3
2873,4757.22,3
2874,4903.07,3
2875,4998.1,3
2876,5032.47,3
2877,5047.24,2
2878,5121.5,2
2879,5124.39,2
2880,5142.49,0
2881,5106.57,0
2882,5082.57,0
2883,5086.74,0
2884,5057.36,0
2885,4927.6,3
2886,4977.32,3
2887,5017.44,3
2888,5046.42,3
2889,5082.61,3
2890,5120.52,2
2891,5112.14,2
2892,5196.73,0
2893,5192.11,0
2894,5154.75,0
2895,5195.41,0
2896,5099.03,0
2897,4925.43,0
2898,4986.85,0
2899,4956.47,0
2900,4984.83,0
2901,4971.25,0
