time,x,y
2902,4884.1,0
2903,4783.55,0
2904,4630.99,0
2905,4383.46,3
2906,4564.86,3
2907,4501.05,3
2908,4658.18,2
2909,4675.13,0
2910,4652.95,0
2911,4541.16,3
2912,4554.92,3
2913,4653.79,0
2914,4523.08,3
2915,4598.26,2
2916,4664.59,0
2917,4596.53,1
2918,4548.72,1
2919,4518.15,3
2920,4569.37,2
2921,4645.84,2
2922,4655.14,0
2923,4535.85,0
2924,4585.5,0
2925,4428.51,1
2926,4432.83,1
2927,4347.24,3
2928,4480.66,0
2929,4357.05,1
2930,4343.73,3
2931,4455.29,3
2932,4426.54,3
2933,4458.88,3
2934,4616.9,3
2935,4660.64,3
2936,4667.34,3
2937,4675.91,3
2938,4701.39,3
2939,4688.7,3
2940,4643.38,3
2941,4609.03,3
2942,4675.29,3
2943,4702.79,3
2944,4704.07,3
2945,4673.81,3
2946,4695.1,3
2947,4802.18,3
2948,4923.64,2
2949,4897.13,2
2950,4847.07,3
2951,4890.58,2
2952,4885.82,2
2953,4897.66,2
2954,4916.21,2
2955,4936.18,2
2956,4948.29,2
2957,4980.04,2
2958,4984.15,0
2959,4911.17,0
2960,4912.16,0
2961,4952.51,0
2962,4856.65,1
2963,4807.95,1
2964,4804.31,3
2965,4937.31,0
2966,4906.72,1
2967,4915.1,1
2968,4910.97,1
2969,4889.12,1
2970,4820.28,3
2971,4892.99,2
2972,4930.14,2
2973,4957.6,0
2974,4914.53,0
2975,4905.76,0
2976,4730.21,0
2977,4714.79,0
2978,4756.41,0
2979,4681.86,0
2980,4637.45,0
2981,4635.06,0
2982,4549.56,1
2983,4473.07,3
2984,4614.4,2
2985,4624.67,2
2986,4677.54,0
2987,4625.26,1
2988,4565.17,3
2989,4567.6,3
2990,4674.53,2
2991,4663.18,2
2992,4617.95,2
2993,4701.36,0
2994,4677.14,0
2995,4637.06,0
2996,4522.45,0
2997,4537.63,0
2998,4480.47,0
2999,4403.58,0
3000,4333.76,0
3001,4312.74,0
3002,4378.75,0
3003,4391.94,0
3004,4312.89,0
3005,4210.16,0
3006,4272.26,0
3007,4124.95,3
3008,4206.4,3
3009,4336.69,2
3010,4311.33,3
3011,4356.81,2
3012,4380.36,2
3013,4322.16,3
3014,4417.02,0
3015,4392.33,0
3016,4283.99,0
3017,4226.96,0
3018,4228.53,0
3019,4200.67,0
3020,4066.31,0
3021,3997.54,0
3022,4061.2,0
3023,3896.71,3
3024,3995.06,3
3025,4110.66,3
3026,4233.47,2
3027,4239.76,2
3028,4223.04,2
3029,4298.7,0
3030,4238.42,1
3031,4155.34,3
3032,4248.45,3
3033,4314.57,3
3034,4353.55,3
3035,4406.84,2
3036,4424.89,2
3037,4416.08,2
3038,4456.62,0
3039,4442.29,0
3040,4404.02,1
3041,4425.65,1
3042,4350.35,3
3043,4492.79,2
3044,4506.59,0
3045,4472.63,0
3046,4463,0
3047,4442.89,0
3048,4462.51,0
3049,4427.8,0
3050,4431.97,0
3051,4423.98,0
3052,4329.68,3
3053,4366.67,2
3054,4444.42,0
3055,4385.06,0
3056,4322.24,1
3057,4345.22,0
3058,4250.28,1
3059,4284.64,1
3060,4245.91,3
3061,4303.12,3
3062,4312.63,3
3063,4345.91,3
3064,4490.31,3
3065,4511.51,2
3066,4495.17,3
3067,4506.84,2
3068,4566.48,2
3069,4591.92,0
3070,4582.83,0
3071,4569.66,0
3072,4546.12,0
3073,4533.18,0
3074,4559.4,0
3075,4557.36,0
3076,4428.96,0
3077,4442.75,0
3078,4371.98,0
3079,4324.23,1
3080,4319.46,1
3081,4301.24,1
3082,4322.81,1
3083,4338.21,1
3084,4316.67,1
3085,4293.27,1
3086,4319.99,1
3087,4312.28,1
3088,4297.57,1
3089,4319.3,1
3090,4282.54,3
3091,4353.9,3
3092,4325.1,3
3093,4431.52,3
3094,4481.64,2
3095,4512.64,2
3096,4514.74,2
3097,4505.62,0
3098,4475.39,0
3099,4466,0
3100,4421.78,0
3101,4423.38,0
3102,4475.86,0
3103,4448.73,0
3104,4405.61,0
3105,4306.72,0
3106,4227.02,0
3107,4130.33,3
3108,4171.58,3
3109,4153.01,3
3110,4193.83,3
3111,4340.76,3
3112,4367.24,3
3113,4380.03,2
3114,4465.9,0
3115,4106.73,0
3116,3984.72,3
3117,4088.85,3
3118,4195.32,2
3119,4237.48,2
3120,4273.96,0
3121,4163.42,1
3122,4085.3,3
3123,4117.85,3
3124,4190.68,3
3125,4264.53,3
3126,4331.38,3
3127,4335.26,3
3128,4385.52,2
3129,4372.51,2
3130,4357.74,3
3131,4330.13,3
3132,4379.76,2
3133,4376.25,2
3134,4381.1,2
3135,4388,2
3136,4394.77,2
3137,4446.96,0
3138,4420.58,0
3139,4439.81,0
3140,4409.17,0
3141,4327.99,1
3142,4321.08,3
3143,4345.63,3
3144,4410.55,3
3145,4415.46,2
3146,4468.07,2
3147,4452.01,2
3148,4503.95,0
3149,4500.19,0
3150,4497.86,0
3151,4460.44,1
3152,4417.68,1
3153,4437.06,1
3154,4400.52,1
3155,4389.94,3
3156,4421.45,3
3157,4435.47,3
3158,4406.61,3
3159,4441.87,3
3160,4424.25,3
3161,4457.49,3
3162,4438.22,3
3163,4439.67,3
3164,4542.17,2
3165,4529.96,2
3166,4557.66,0
3167,4542.2,0
3168,4491.4,0
3169,4439.8,0
3170,4387.18,1
3171,4370.26,1
3172,4373.22,1
3173,4332.45,3
3174,4394.19,3
3175,4388.6,3
3176,4409.55,3
3177,4509.82,0
3178,4488.69,0
3179,4407.85,1
3180,4398.68,3
3181,4432.45,2
3182,4443.84,2
3183,4448.26,2
3184,4453.56,2
3185,4503.09,0
3186,4489.95,1
3187,4480.1,1
3188,4449.91,1
3189,4497.26,0
3190,4471.74,1
3191,4452.24,1
3192,4405.17,3
3193,4470.92,2
3194,4450.23,3
3195,4508.91,2
3196,4520.3,2
3197,4540.12,2
3198,4536.07,2
3199,4552.58,0
3200,4540.84,0
3201,4534.59,0
3202,4533.57,0
3203,4548.58,0
3204,4509.26,0
3205,4470.28,0
3206,4414.67,1
3207,4411.68,1
3208,4377.46,3
3209,4461.21,3
3210,4476.89,3
3211,4543.48,3
3212,4530.95,3
3213,4489.27,3
3214,4508.55,3
3215,4536.53,3
3216,4501.14,3
3217,4527.77,3
3218,4504.35,3
3219,4529.58,3
3220,4548.35,3
3221,4529.21,3
3222,4550.27,3
3223,4510.39,3
3224,4551.46,3
3225,4578.34,3
3226,4560.61,3
3227,4528.82,3
3228,4574.32,3
3229,4631.94,3
3230,4694.72,3
3231,4735.48,3
3232,4764.07,3
3233,4760.77,3
3234,4803.87,3
3235,4769.24,3
3236,4819.23,3
3237,4833.27,2
3238,4822.77,3
3239,4849.89,2
3240,4833.82,2
3241,4834.63,2
3242,4839.68,2
3243,4848.28,2
3244,4848.01,2
3245,4838.47,2
3246,4862.31,2
3247,4899.33,2
3248,4899.4,2
3249,4900.64,2
3250,4909.84,2
3251,4887.57,2
3252,4888.23,2
3253,4888.71,2
3254,4863.97,2
3255,4922.49,0
3256,4859.69,0
3257,4853.4,0
3258,4841.14,1
3259,4850.67,0
3260,4821.41,1
3261,4830.03,1
3262,4877.67,0
3263,4867.24,0
3264,4839.98,1
3265,4784.64,1
3266,4748.9,3
3267,4794.58,3
3268,4794.29,3
3269,4825.42,3
3270,4778.08,3
3271,4754.47,3
3272,4766.6,3
3273,4826.24,3
3274,4828.32,3
3275,4888.19,3
3276,4895.82,3
3277,4924.86,3
3278,4899.46,3
3279,4867.58,3
3280,4888.76,3
3281,4895.88,3
3282,4891.29,3
3283,4845.24,3
3284,4845.18,3
3285,4858.58,3
3286,4960.83,3
3287,4963.8,3
3288,4995.13,3
3289,4972.19,3
3290,4955,3
3291,4960.48,3
3292,4981.51,3
3293,4993.32,3
3294,4999.6,3
3295,4974.26,3
3296,4985.48,3
3297,5013.38,3
3298,5029.24,3
3299,5012.16,3
3300,5002.43,3
3301,4994.7,3
3302,5032.76,2
3303,5020.9,3
3304,5017.43,3
3305,5046.2,2
3306,5069.04,2
3307,5089.64,2
3308,5122.51,2
3309,5085.91,2
3310,5101.13,2
3311,5091.85,2
3312,5121.44,2
3313,5135.28,0
3314,5107.45,0
3315,5101.86,0
3316,5101.11,0
3317,5071.1,1
3318,4990.25,3
3319,5003.73,3
3320,5077.91,3
3321,5059.2,3
3322,5268.85,3
3323,5277.88,3
3324,5287.88,3
3325,5271.7,3
3326,5267.33,3
3327,5304.15,3
3328,5301,3
3329,5372.42,2
3330,5432.4,0
3331,5382.95,0
3332,5398.01,0
3333,5400.46,0
3334,5383.42,0
3335,5405.42,0
3336,5417.4,0
3337,5406.1,0
3338,5317.89,0
3339,5289.73,0
3340,5324.4,0
3341,5322.88,0
3342,5348.16,0
3343,5341.34,0
3344,5337.16,0
3345,5336.64,0
3346,5305.94,0
3347,5283.63,0
3348,5318.67,0
3349,5343.41,0
3350,5307.89,0
3351,5269.22,0
3352,5265.53,0
3353,5264.24,0
3354,5299.71,0
3355,5240.59,0
3356,5261.74,0
3357,5243.29,0
3358,5216.88,1
3359,5263.31,0
3360,5310.72,0
3361,5293.65,0
3362,5274.26,0
3363,5281.93,0
3364,5266.12,0
3365,5295.75,0
3366,5258.58,0
3367,5252.9,0
3368,5154.35,1
3369,5120.68,3
3370,5195.72,2
3371,5180.1,2
3372,5152.4,2
3373,5145.16,2
3374,5165.64,2
3375,5140.6,2
3376,5222.13,2
3377,5235.4,0
3378,5235.31,0
3379,5230.17,0
3380,5173.27,1
3381,5216.07,0
3382,5199.22,0
3383,5117.66,1
3384,5127.7,1
3385,5161.08,1
3386,5190.17,1
3387,5186.95,1
3388,5131.39,1
3389,5093.77,3
3390,5127.03,2
3391,5107.25,3
3392,5130.49,2
3393,5203.44,2
3394,5207.89,2
3395,5218.89,0
3396,5145.7,1
3397,5115.23,1
3398,5060.92,3
3399,5121.67,2
3400,5140.25,2
3401,5176.61,0
3402,5146.85,0
3403,5114.15,1
3404,5087.59,1
3405,5131.86,1
3406,5115.39,1
3407,5113.13,1
3408,5104.33,1
3409,5079.75,1
3410,5031.92,3
3411,5056.34,3
3412,5085.59,3
3413,5123.26,3
3414,5086.56,3
3415,5101.41,3
3416,5114.62,3
3417,5113.49,3
3418,5176.71,3
3419,5209.01,3
3420,5217.59,3
3421,5225.2,3
3422,5213.91,3
3423,5229.32,3
3424,5237.44,3
3425,5241.66,3
3426,5267.29,3
3427,5281.29,3
3428,5267.13,3
3429,5268.76,3
3430,5281.96,3
3431,5293.77,3
3432,5329.81,3
3433,5350.44,3
3434,5367.41,3
3435,5363.23,3
3436,5379.21,3
3437,5359.9,3
3438,5365.83,3
3439,5363.65,3
3440,5362.41,3
3441,5360.81,3
3442,5351.74,3
3443,5362.88,3
3444,5361.37,3
3445,5383.81,3
3446,5368.29,3
3447,5372.38,3
3448,5386.81,3
3449,5394.8,3
3450,5374.89,3
3451,5455.4,2
3452,5494.13,2
3453,5493.63,2
3454,5503.29,2
3455,5514.29,2
3456,5510.5,2
3457,5517.97,0
3458,5507.25,0
3459,5480.64,0
3460,5471.43,0
3461,5407.75,0
3462,5380.72,1
3463,5341.63,1
3464,5315.58,1
3465,5301.25,3
3466,5336.39,2
3467,5319.17,2
3468,5340.45,2
3469,5366.15,2
3470,5352.76,2
3471,5390.46,2
3472,5360.09,2
3473,5390.48,2
3474,5398.05,2
3475,5372.79,2
3476,5316.89,3
3477,5389.29,2
3478,5375.53,2
3479,5374.35,2
3480,5383.86,2
3481,5399.09,2
3482,5386.83,2
3483,5427.19,0
3484,5399.45,0
3485,5357.14,1
3486,5349.3,1
3487,5420.58,0
3488,5382.91,1
3489,5352.77,1
3490,5385.97,1
3491,5364.72,1
3492,5368.84,1
3493,5339.42,1
3494,5312.56,1
3495,5288.6,3
3496,5331.28,3
3497,5413.69,3
3498,5470.75,2
3499,5487.42,2
3500,5523.94,2
3501,5504.68,2
3502,5488.55,2
3503,5517.06,2
3504,5513.82,2
3505,5493.99,2
3506,5494.83,2
3507,5526.51,2
3508,5541.99,0
3509,5535.26,0
3510,5495.16,0
3511,5481.21,0
3512,5529.15,0
3513,5521.59,0
3514,5473.78,0
3515,5481.93,0
3516,5454.55,0
3517,5364.98,0
3518,5285.83,0
3519,5161.81,1
3520,5255.9,0
3521,5151.68,1
3522,5079.21,3
3523,5140.06,3
3524,5109.24,3
3525,5165.26,3
3526,5222.52,3
3527,5281.58,2
3528,5289.86,2
3529,5302.17,2
3530,5309.23,2
3531,5317.37,2
3532,5344.26,0
3533,5343.93,0
3534,5320.49,0
3535,5262.56,0
3536,5136.58,3
3537,5167.23,3
3538,5170.23,3
3539,5187.83,2
3540,5254.1,2
3541,5274.4,2
3542,5276.71,2
3543,5242.79,2
3544,5233.36,2
3545,5267.26,2
3546,5282.75,0
3547,5222.84,0
3548,5252.43,0
3549,5239.74,0
3550,5167.21,1
3551,5095.22,1
3552,5066.28,3
3553,5115.74,3
3554,5130.44,3
3555,5167.3,3
3556,5152.12,3
3557,5141.8,3
3558,5276.67,3
3559,5258.24,3
3560,5263.39,3
3561,5307.56,3
3562,5277.94,3
3563,5309.22,3
3564,5315.02,3
3565,5312.96,3
3566,5353.54,3
3567,5380.17,3
3568,5391.64,3
3569,5412.83,3
3570,5438.55,3
3571,5444.16,3
3572,5413.3,3
3573,5453.58,3
3574,5520.5,3
3575,5529.22,2
3576,5501.66,3
3577,5516.05,3
3578,5531.42,2
3579,5521.93,3
3580,5534.63,2
3581,5545.95,2
3582,5541.94,2
3583,5540.68,2
3584,5553.16,2
3585,5567.54,2
3586,5621.92,2
3587,5614.51,2
3588,5637.51,2
3589,5640.1,2
